LebwohlLasher_nb.py: Size: 100, Steps: 50, T*: 0.500: Order: 0.269, Time: 1.420271 s
         2947995 function calls (2834084 primitive calls) in 1.423 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       49    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:160(wrapped)
       91    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/interpreter.py:2221(op_LOAD_FAST)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:217(_prune_phis)
      201    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py:196(__init__)
      147    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cgutils.py:142(_get_ptr_by_index)
       29    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:1398(get_state_token)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:651(find_literally_calls)
      356    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      746    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/misc.py:128(key)
      136    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:617(rewrite_tuple_len)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/math/numbers.py:359(int_signed_unsigned_cmp)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/npyimpl.py:802(register_ufuncs)
      178    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py:101(section_pairs)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:444(_find_immediate_dominators)
    72/44    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/itanium_mangler.py:127(mangle_type_or_value)
       16    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/value.py:165(linkage)
        9    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/funcdesc.py:38(__init__)
      261    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:1757(pop)
  105/103    0.000    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/typed/__init__.py:10(__getattr__)
      195    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/common.py:4(_encode_string)
       44    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:97(__repr__)
      173    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/ffi.py:270(__exit__)
       77    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1024(__repr__)
       40    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:425(call)
      242    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       29    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:1429(op_BINARY_OP)
      201    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py:224(_for)
      296    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py:120(valid)
    51/41    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/consts.py:24(infer_constant)
       66    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copyreg.py:107(_slotnames)
      276    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
       58    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:858(ret)
      245    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/arrayobj.py:186(populate_array)
       29    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:832(fold_call_args)
      221    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/targetconfig.py:201(is_set)
        1    0.000    0.000    0.014    0.014 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/scipy/_lib/_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py:1282(_close_pipe_fds)
       51    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       66    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:1913(__init__)
      563    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/runtime/context.py:40(_require_nrt)
      178    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/_functools.py:99(wrapper)
      191    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:173(_label_suffix)
      201    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/collections/__init__.py:447(_make)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/packer.py:87(as_arguments)
       39    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/decorators.py:202(wrapper)
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:70(wrapped)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/linalg.py:1(<module>)
      100    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/module.py:52(__init__)
      270    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:767(_is_wrapper)
      469    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/misc.py:181(key)
       13    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/serialize.py:52(dumps)
       27    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:175(_type_check)
      369    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:890(get_targets)
       51    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/linalg/linalg.py:159(_commonType)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:341(subtarget)
       82    0.000    0.000    0.021    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/postproc.py:42(usedefs)
        1    0.000    0.000    0.003    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/testing/_private/utils.py:1239(check_support_sve)
      241    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       82    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/npyimpl.py:685(_ufunc_db_function)
       40    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:395(binop)
        1    0.000    0.000    0.004    0.004 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/cpython/hashing.py:1(<module>)
      9/1    0.000    0.000    0.304    0.304 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:182(lower)
        9    0.000    0.000    0.006    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/interpreter.py:1438(post_process)
       10    0.000    0.000    0.030    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:748(_build_impl)
      100    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:219(_loops)
       28    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/scalars.py:78(__init__)
       10    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:1032(scan_defined_symbols)
       13    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/cloudpickle/cloudpickle.py:1270(__init__)
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
       41    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:1100(get_abi_sizeof)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:672(descr)
      178    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pathlib.py:447(__fspath__)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:558(_find_post_dominators)
    31/30    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/types.py:506(structure_repr)
      102    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/packer.py:115(assign_names)
       36    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:1510(typeof_const)
       19    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/callconv.py:454(return_user_exc)
       64    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/module.py:215(_get_metadata_lines)
      109    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      129    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:211(module)
       10    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:1013(scan_unresolved_symbols)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1522(copy)
      171    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:1221(<genexpr>)
      622    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/debuginfo.py:70(mark_location)
       56    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:592(__init__)
        3    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/callconv.py:122(raise_error)
        1    0.000    0.000    0.003    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/scipy/_lib/array_api_compat/array_api_compat/numpy/__init__.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/dis.py:729(__init__)
        3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/callconv.py:468(unpack_dynamic_exception)
       29    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:61(replace)
       19    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:868(__init__)
       52    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/interpreter.py:1590(_end_current_block)
       64    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1045(__str__)
        2    0.000    0.000    0.007    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cpu.py:193(create_cfunc_wrapper)
